Unique_Id,Id,ActivityDate,DayOfWeek,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalMinutesWorn,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
43881618474/17/2016,4388161847,4/17/2016,Sun,"4,660",3.58,0.00,0.00,3.58,0.00,0,0,201,721,922,"2,572",2,619,641
43881618474/18/2016,4388161847,4/18/2016,Mon,"11,009",9.10,3.56,0.40,5.14,0.00,27,8,239,1017,1291,"3,274",1,99,104
43881618474/19/2016,4388161847,4/19/2016,Tue,"10,181",7.83,1.37,0.69,5.77,0.00,20,16,249,704,989,"3,015",1,329,338
43881618474/20/2016,4388161847,4/20/2016,Wed,"10,553",8.12,1.10,1.72,5.29,0.00,19,42,228,696,985,"3,083",1,421,451
43881618474/21/2016,4388161847,4/21/2016,Thu,"10,055",7.73,0.37,0.39,6.98,0.00,7,12,272,853,1144,"3,069",1,442,458
43881618474/22/2016,4388161847,4/22/2016,Fri,"12,139",9.34,3.30,1.11,4.92,0.00,77,25,220,945,1267,"3,544",1,82,85
43881618474/23/2016,4388161847,4/23/2016,Sat,"13,236",10.18,4.50,0.32,5.35,0.00,58,5,215,749,1027,"3,306",1,478,501
43881618474/24/2016,4388161847,4/24/2016,Sun,"10,243",7.88,1.08,0.51,6.30,0.00,14,8,239,584,845,"2,885",3,552,595
43881618474/25/2016,4388161847,4/25/2016,Mon,"12,961",9.97,0.73,1.40,7.84,0.00,11,31,301,1054,1397,"3,288",0,0,0
43881618474/26/2016,4388161847,4/26/2016,Tue,"9,461",7.28,0.94,1.06,5.27,0.00,14,23,224,673,934,"2,929",1,319,346
43881618474/27/2016,4388161847,4/27/2016,Wed,"11,193",8.61,0.70,2.51,5.39,0.00,11,48,241,684,984,"3,074",1,439,500
43881618474/28/2016,4388161847,4/28/2016,Thu,"10,074",7.75,1.29,0.43,6.03,0.00,19,9,234,878,1140,"2,969",1,428,458
43881618474/29/2016,4388161847,4/29/2016,Fri,"9,232",7.10,0.80,0.89,5.42,0.00,13,16,236,1175,1440,"2,979",0,0,0
43881618474/30/2016,4388161847,4/30/2016,Sat,"12,533",9.64,0.70,2.00,6.94,0.00,14,43,300,537,894,"3,283",2,409,430
43881618475/1/2016,4388161847,5/1/2016,Sun,"10,255",7.89,1.01,0.68,6.20,0.00,12,15,241,579,847,"2,926",1,547,597
43881618475/2/2016,4388161847,5/2/2016,Mon,"10,096",8.40,3.77,0.08,4.55,0.00,33,4,204,935,1176,"3,147",2,368,376
43881618475/3/2016,4388161847,5/3/2016,Tue,"12,727",9.79,1.13,0.78,7.88,0.00,18,18,306,984,1326,"3,290",0,0,0
43881618475/4/2016,4388161847,5/4/2016,Wed,"12,375",9.52,2.79,0.93,5.80,0.00,35,21,251,632,939,"3,162",1,390,414
43881618475/5/2016,4388161847,5/5/2016,Thu,"9,603",7.38,0.63,1.67,5.09,0.00,12,39,199,896,1146,"2,899",1,471,495
43881618475/6/2016,4388161847,5/6/2016,Fri,"13,175",10.13,2.11,2.09,5.93,0.00,33,45,262,1100,1440,"3,425",0,0,0
43881618475/7/2016,4388161847,5/7/2016,Sat,"22,770",17.54,9.45,2.77,5.33,0.00,120,56,260,508,944,"4,022",1,472,496
43881618475/8/2016,4388161847,5/8/2016,Sun,"17,298",14.38,9.89,1.26,3.23,0.00,107,38,178,576,899,"3,934",2,529,541
43881618475/9/2016,4388161847,5/9/2016,Mon,"10,218",7.86,0.34,0.73,6.79,0.00,6,19,258,1020,1303,"3,013",1,62,65
43881618475/10/2016,4388161847,5/10/2016,Tue,"10,299",7.92,0.81,0.65,6.46,0.00,13,14,267,648,942,"3,061",1,354,375
43881618475/11/2016,4388161847,5/11/2016,Wed,"10,201",7.84,0.53,0.79,6.53,0.00,8,18,256,858,1140,"2,954",1,469,494
43881618475/12/2016,4388161847,5/12/2016,Thu,"3,369",2.59,0.00,0.00,2.59,0.00,0,0,108,825,933,"1,623",0,0,0
44451149864/12/2016,4445114986,4/12/2016,Tue,"3,276",2.20,0.00,0.00,2.20,0.00,0,0,196,787,983,"2,113",2,429,457
44451149864/13/2016,4445114986,4/13/2016,Wed,"2,961",1.99,0.00,0.00,1.99,0.00,0,0,194,840,1034,"2,095",2,370,406
44451149864/14/2016,4445114986,4/14/2016,Thu,"3,974",2.67,0.00,0.00,2.67,0.00,0,0,231,717,948,"2,194",1,441,492
44451149864/15/2016,4445114986,4/15/2016,Fri,"7,198",4.83,0.00,0.00,4.83,0.00,0,0,350,711,1061,"2,496",2,337,379
44451149864/16/2016,4445114986,4/16/2016,Sat,"3,945",2.65,0.00,0.00,2.65,0.00,0,0,225,716,941,"2,180",1,462,499
44451149864/17/2016,4445114986,4/17/2016,Sun,"2,268",1.52,0.00,0.00,1.52,0.00,0,0,114,1219,1333,"1,933",1,98,107
44451149864/18/2016,4445114986,4/18/2016,Mon,"6,155",4.24,2.00,0.29,1.95,0.00,25,6,162,1247,1440,"2,248",0,0,0
44451149864/19/2016,4445114986,4/19/2016,Tue,"2,064",1.39,0.00,0.00,1.39,0.00,0,0,121,895,1016,"1,954",2,388,424
44451149864/20/2016,4445114986,4/20/2016,Wed,"2,072",1.39,0.00,0.00,1.39,0.00,0,0,137,841,978,"1,974",1,439,462
44451149864/21/2016,4445114986,4/21/2016,Thu,"3,809",2.56,0.00,0.00,2.54,0.00,0,0,215,756,971,"2,150",1,436,469
44451149864/22/2016,4445114986,4/22/2016,Fri,"6,831",4.58,0.00,0.00,4.58,0.00,0,0,317,706,1023,"2,432",1,388,417
44451149864/23/2016,4445114986,4/23/2016,Sat,"4,363",2.93,0.00,0.00,2.93,0.00,0,0,201,1239,1440,"2,149",0,0,0
44451149864/24/2016,4445114986,4/24/2016,Sun,"5,002",3.36,0.00,0.00,3.36,0.00,0,0,244,1196,1440,"2,247",0,0,0
44451149864/25/2016,4445114986,4/25/2016,Mon,"3,385",2.27,0.00,0.00,2.27,0.00,0,0,179,916,1095,"2,070",1,328,345
44451149864/26/2016,4445114986,4/26/2016,Tue,"6,326",4.41,2.41,0.04,1.96,0.00,29,1,180,839,1049,"2,291",2,353,391
44451149864/27/2016,4445114986,4/27/2016,Wed,"7,243",5.03,2.62,0.03,2.38,0.00,32,1,194,839,1066,"2,361",1,332,374
44451149864/28/2016,4445114986,4/28/2016,Thu,"4,493",3.01,0.00,0.00,3.01,0.00,0,0,236,762,998,"2,203",1,419,442
44451149864/29/2016,4445114986,4/29/2016,Fri,"4,676",3.14,0.00,0.00,3.13,0.00,0,0,226,1106,1332,"2,196",1,106,108
44451149864/30/2016,4445114986,4/30/2016,Sat,"6,222",4.18,0.00,0.00,4.18,0.00,0,0,290,797,1087,"2,363",1,322,353
44451149865/1/2016,4445114986,5/1/2016,Sun,"5,232",3.51,0.00,0.00,3.51,0.00,0,0,240,741,981,"2,246",2,439,459
44451149865/2/2016,4445114986,5/2/2016,Mon,"6,910",4.75,2.21,0.19,2.35,0.00,27,4,200,667,898,"2,336",1,502,542
44451149865/3/2016,4445114986,5/3/2016,Tue,"7,502",5.18,2.48,0.11,2.58,0.00,30,2,233,725,990,"2,421",2,417,450
44451149865/4/2016,4445114986,5/4/2016,Wed,"2,923",1.96,0.00,0.00,1.96,0.00,0,0,180,897,1077,"2,070",2,337,363
44451149865/5/2016,4445114986,5/5/2016,Thu,"3,800",2.55,0.12,0.24,2.18,0.00,2,6,185,734,927,"2,120",2,462,513
44451149865/6/2016,4445114986,5/6/2016,Fri,"4,514",3.03,0.00,0.00,3.03,0.00,0,0,229,809,1038,"2,211",2,374,402
44451149865/7/2016,4445114986,5/7/2016,Sat,"5,183",3.59,2.13,0.19,1.25,0.00,26,4,108,866,1004,"2,123",2,401,436
44451149865/8/2016,4445114986,5/8/2016,Sun,"7,303",4.90,0.00,0.25,4.65,0.00,0,8,308,733,1049,"2,423",1,361,391
44451149865/9/2016,4445114986,5/9/2016,Mon,"5,275",3.54,0.00,0.00,3.54,0.00,0,0,266,641,907,"2,281",1,457,533
44451149865/10/2016,4445114986,5/10/2016,Tue,"3,915",2.63,0.00,0.00,2.63,0.00,0,0,231,783,1014,"2,181",1,405,426
44451149865/11/2016,4445114986,5/11/2016,Wed,"9,105",6.11,2.25,1.00,2.86,0.00,34,22,232,622,910,"2,499",1,499,530
44451149865/12/2016,4445114986,5/12/2016,Thu,768,0.52,0.00,0.00,0.52,0.00,0,0,58,380,438,"1,212",1,483,501
45586099244/12/2016,4558609924,4/12/2016,Tue,"5,135",3.39,0.00,0.00,3.39,0.00,0,0,318,1122,1440,"1,909",0,0,0
45586099244/13/2016,4558609924,4/13/2016,Wed,"4,978",3.29,1.24,0.44,1.61,0.00,19,7,127,1287,1440,"1,722",0,0,0
45586099244/14/2016,4558609924,4/14/2016,Thu,"6,799",4.49,0.00,0.00,4.49,0.00,0,0,279,1161,1440,"1,922",0,0,0
45586099244/15/2016,4558609924,4/15/2016,Fri,"7,795",5.15,0.59,0.84,3.73,0.00,17,30,262,1131,1440,"2,121",0,0,0
45586099244/16/2016,4558609924,4/16/2016,Sat,"7,289",4.82,0.55,0.75,3.50,0.00,8,12,308,1112,1440,"1,997",0,0,0
45586099244/17/2016,4558609924,4/17/2016,Sun,"9,634",6.40,0.55,1.14,4.71,0.00,7,19,304,1110,1440,"2,117",0,0,0
45586099244/18/2016,4558609924,4/18/2016,Mon,"8,940",5.91,0.98,0.93,4.00,0.00,14,15,331,1080,1440,"2,116",0,0,0
45586099244/19/2016,4558609924,4/19/2016,Tue,"5,401",3.57,0.05,0.36,3.16,0.00,1,9,248,1182,1440,"1,876",0,0,0
45586099244/20/2016,4558609924,4/20/2016,Wed,"4,803",3.17,0.00,0.00,3.17,0.00,0,0,222,1218,1440,"1,788",0,0,0
45586099244/21/2016,4558609924,4/21/2016,Thu,"13,743",9.08,0.42,0.97,7.70,0.00,6,21,432,844,1303,"2,486",1,126,137
45586099244/22/2016,4558609924,4/22/2016,Fri,"9,601",6.35,1.37,1.50,3.47,0.00,20,25,273,1122,1440,"2,094",0,0,0
45586099244/23/2016,4558609924,4/23/2016,Sat,"6,890",4.55,0.34,0.20,4.01,0.00,5,5,308,1122,1440,"2,085",0,0,0
45586099244/24/2016,4558609924,4/24/2016,Sun,"8,563",5.66,0.00,0.00,5.65,0.00,0,0,395,1045,1440,"2,173",0,0,0
45586099244/25/2016,4558609924,4/25/2016,Mon,"8,095",5.35,0.59,0.25,4.51,0.00,18,10,340,993,1361,"2,225",0,0,0
45586099244/26/2016,4558609924,4/26/2016,Tue,"9,148",6.05,0.43,2.03,3.59,0.00,12,41,283,1062,1398,"2,223",1,103,121
45586099244/27/2016,4558609924,4/27/2016,Wed,"9,557",6.32,1.96,0.89,3.46,0.00,27,14,312,1087,1440,"2,098",0,0,0
45586099244/28/2016,4558609924,4/28/2016,Thu,"9,451",6.25,0.02,0.27,5.95,0.00,1,11,367,985,1364,"2,185",0,0,0
45586099244/29/2016,4558609924,4/29/2016,Fri,"7,833",5.18,1.02,1.85,2.31,0.00,15,29,197,1096,1337,"1,918",1,171,179
45586099244/30/2016,4558609924,4/30/2016,Sat,"10,319",6.82,0.47,1.89,4.46,0.00,7,29,293,1111,1440,"2,105",0,0,0
45586099245/1/2016,4558609924,5/1/2016,Sun,"3,428",2.27,0.00,0.00,2.27,0.00,0,0,190,1121,1311,"1,692",1,115,129
45586099245/2/2016,4558609924,5/2/2016,Mon,"7,891",5.22,0.00,0.00,5.22,0.00,0,0,383,1057,1440,"2,066",0,0,0
45586099245/3/2016,4558609924,5/3/2016,Tue,"5,267",3.48,0.60,0.28,2.60,0.00,21,10,237,1172,1440,"1,953",0,0,0
45586099245/4/2016,4558609924,5/4/2016,Wed,"5,232",3.46,0.00,0.00,3.46,0.00,0,0,252,1188,1440,"1,842",0,0,0
45586099245/5/2016,4558609924,5/5/2016,Thu,"10,611",7.01,1.01,0.50,5.51,0.00,14,8,370,1048,1440,"2,262",0,0,0
45586099245/6/2016,4558609924,5/6/2016,Fri,"3,755",2.48,0.00,0.00,2.48,0.00,0,0,202,1238,1440,"1,722",0,0,0
45586099245/7/2016,4558609924,5/7/2016,Sat,"8,237",5.44,1.61,1.00,2.83,0.00,23,16,233,1116,1388,"1,973",0,0,0
45586099245/8/2016,4558609924,5/8/2016,Sun,"6,543",4.33,1.80,0.50,2.02,0.00,66,35,238,1019,1358,"2,666",1,123,134
45586099245/9/2016,4558609924,5/9/2016,Mon,"11,451",7.57,0.43,1.62,5.52,0.00,6,30,339,1065,1440,"2,223",0,0,0
45586099245/10/2016,4558609924,5/10/2016,Tue,"6,435",4.25,0.74,1.12,2.39,0.00,11,18,220,1191,1440,"1,889",0,0,0
45586099245/11/2016,4558609924,5/11/2016,Wed,"9,108",6.02,0.26,1.82,3.94,0.00,4,31,324,1081,1440,"2,131",0,0,0
45586099245/12/2016,4558609924,5/12/2016,Thu,"6,307",4.17,0.00,0.00,4.17,0.00,0,0,247,736,983,"1,452",0,0,0
47029216844/12/2016,4702921684,4/12/2016,Tue,"7,213",5.88,0.00,0.00,5.85,0.00,0,0,263,718,981,"2,947",1,425,439
47029216844/13/2016,4702921684,4/13/2016,Wed,"6,877",5.58,0.00,0.00,5.58,0.00,0,0,258,777,1035,"2,898",2,400,430
47029216844/14/2016,4702921684,4/14/2016,Thu,"7,860",6.37,0.00,0.00,6.37,0.00,0,0,271,772,1043,"2,984",1,384,415
47029216844/15/2016,4702921684,4/15/2016,Fri,"6,506",5.28,0.07,0.42,4.79,0.00,1,8,256,944,1209,"2,896",1,253,257
47029216844/16/2016,4702921684,4/16/2016,Sat,"11,140",9.03,0.24,1.25,7.54,0.00,3,24,335,556,918,"3,328",2,382,406
47029216844/17/2016,4702921684,4/17/2016,Sun,"12,692",10.29,0.96,3.46,5.88,0.00,12,66,302,437,817,"3,394",1,591,612
47029216844/18/2016,4702921684,4/18/2016,Mon,"9,105",7.38,1.82,1.49,4.07,0.00,22,30,191,890,1133,"3,013",1,293,312
47029216844/19/2016,4702921684,4/19/2016,Tue,"6,708",5.44,0.88,0.37,4.19,0.00,10,8,179,757,954,"2,812",1,457,487
47029216844/20/2016,4702921684,4/20/2016,Wed,"8,793",7.13,0.16,1.23,5.73,0.00,2,29,260,717,1008,"3,061",1,454,468
47029216844/21/2016,4702921684,4/21/2016,Thu,"6,530",5.30,0.31,2.05,2.94,0.00,4,41,144,901,1090,"2,729",1,425,434
47029216844/22/2016,4702921684,4/22/2016,Fri,"1,664",1.35,0.00,0.00,1.35,0.00,0,0,72,1341,1413,"2,241",0,0,0
47029216844/23/2016,4702921684,4/23/2016,Sat,"15,126",12.27,0.76,3.24,8.27,0.00,9,66,408,469,952,"3,691",1,465,475
47029216844/24/2016,4702921684,4/24/2016,Sun,"15,050",12.22,1.20,5.12,5.88,0.00,15,95,281,542,933,"3,538",1,480,506
47029216844/25/2016,4702921684,4/25/2016,Mon,"9,167",7.43,0.49,0.82,6.11,0.00,6,15,270,730,1021,"3,064",1,370,380
47029216844/26/2016,4702921684,4/26/2016,Tue,"6,108",4.95,0.07,0.35,4.54,0.00,1,8,216,765,990,"2,784",1,421,429
47029216844/27/2016,4702921684,4/27/2016,Wed,"7,047",5.72,0.09,0.80,4.78,0.00,1,16,238,733,988,"2,908",1,432,449
47029216844/28/2016,4702921684,4/28/2016,Thu,"9,023",7.32,1.13,0.42,5.77,0.00,14,9,232,738,993,"3,033",1,442,461
47029216844/29/2016,4702921684,4/29/2016,Fri,"9,930",8.05,1.06,0.92,6.07,0.00,12,19,267,692,990,"3,165",1,433,447
47029216844/30/2016,4702921684,4/30/2016,Sat,"10,144",8.23,0.32,2.03,5.88,0.00,4,36,263,728,1031,"3,115",1,479,501
47029216845/2/2016,4702921684,5/2/2016,Mon,"7,245",5.92,0.38,1.74,3.76,0.00,5,40,195,1131,1371,"2,859",0,0,0
47029216845/3/2016,4702921684,5/3/2016,Tue,"9,454",7.67,0.00,0.00,7.67,0.00,0,0,313,729,1042,"3,145",1,327,373
47029216845/4/2016,4702921684,5/4/2016,Wed,"8,161",6.62,0.34,0.73,5.54,0.00,4,15,251,757,1027,"3,004",1,412,434
47029216845/5/2016,4702921684,5/5/2016,Thu,"8,614",6.99,0.67,0.22,6.09,0.00,8,5,241,745,999,"3,006",1,414,428
47029216845/6/2016,4702921684,5/6/2016,Fri,"6,943",5.63,0.08,0.66,4.87,0.00,1,16,207,682,906,"2,859",1,404,449
47029216845/7/2016,4702921684,5/7/2016,Sat,"14,370",11.65,0.37,2.31,8.97,0.00,5,46,439,577,1067,"3,683",1,520,543
47029216845/8/2016,4702921684,5/8/2016,Sun,"12,857",10.43,0.68,6.21,3.54,0.00,9,125,192,1019,1345,"3,287",0,0,0
47029216845/9/2016,4702921684,5/9/2016,Mon,"8,232",6.68,0.00,0.57,6.10,0.00,0,12,253,746,1011,"2,990",1,435,458
47029216845/10/2016,4702921684,5/10/2016,Tue,"10,613",8.61,0.08,1.88,6.65,0.00,1,37,262,701,1001,"3,172",1,416,431
47029216845/11/2016,4702921684,5/11/2016,Wed,"9,810",7.96,0.78,2.16,4.98,0.00,10,41,235,784,1070,"3,069",1,354,366
47029216845/12/2016,4702921684,5/12/2016,Thu,"2,752",2.23,0.00,0.00,2.23,0.00,0,0,68,241,309,"1,240",1,404,442
55539574434/12/2016,5553957443,4/12/2016,Tue,"11,596",7.57,1.37,0.79,5.41,0.00,19,13,277,767,1076,"2,026",1,441,464
55539574434/13/2016,5553957443,4/13/2016,Wed,"4,832",3.16,0.00,0.00,3.16,0.00,0,0,226,647,873,"1,718",2,455,488
55539574434/14/2016,5553957443,4/14/2016,Thu,"17,022",11.12,4.00,2.45,4.67,0.00,61,41,256,693,1051,"2,324",1,357,418
55539574434/15/2016,5553957443,4/15/2016,Fri,"16,556",10.86,4.16,1.98,4.71,0.00,58,38,239,689,1024,"2,254",1,377,409
55539574434/16/2016,5553957443,4/16/2016,Sat,"5,771",3.77,0.00,0.00,3.77,0.00,0,0,288,521,809,"1,831",2,651,686
55539574434/17/2016,5553957443,4/17/2016,Sun,655,0.43,0.00,0.00,0.43,0.00,0,0,46,943,989,"1,397",1,350,402
55539574434/18/2016,5553957443,4/18/2016,Mon,"3,727",2.43,0.00,0.00,2.43,0.00,0,0,206,622,828,"1,683",2,520,541
55539574434/19/2016,5553957443,4/19/2016,Tue,"15,482",10.11,4.28,1.66,4.18,0.00,69,28,249,756,1102,"2,284",1,357,410
55539574434/20/2016,5553957443,4/20/2016,Wed,"2,713",1.77,0.00,0.00,1.77,0.00,0,0,148,598,746,"1,570",1,658,678
55539574434/21/2016,5553957443,4/21/2016,Thu,"12,346",8.06,2.95,2.16,2.96,0.00,47,42,177,801,1067,"2,066",1,399,431
55539574434/22/2016,5553957443,4/22/2016,Fri,"11,682",7.63,1.38,0.63,5.60,0.00,25,16,270,781,1092,"2,105",1,322,353
55539574434/23/2016,5553957443,4/23/2016,Sat,"4,112",2.69,0.00,0.00,2.68,0.00,0,0,272,443,715,"1,776",2,631,725
55539574434/24/2016,5553957443,4/24/2016,Sun,"1,807",1.18,0.00,0.00,1.18,0.00,0,0,104,582,686,"1,507",2,553,640
55539574434/25/2016,5553957443,4/25/2016,Mon,"10,946",7.19,2.93,0.57,3.69,0.00,51,11,201,732,995,"2,033",1,433,468
55539574434/26/2016,5553957443,4/26/2016,Tue,"11,886",7.76,2.37,0.93,4.46,0.00,40,18,238,750,1046,"2,093",1,412,453
55539574434/27/2016,5553957443,4/27/2016,Wed,"10,538",6.88,1.14,1.00,4.74,0.00,16,16,206,745,983,"1,922",1,347,391
55539574434/28/2016,5553957443,4/28/2016,Thu,"11,393",7.63,3.71,0.75,3.17,0.00,49,13,165,727,954,"1,999",1,421,457
55539574434/29/2016,5553957443,4/29/2016,Fri,"12,764",8.33,2.79,0.64,4.91,0.00,46,15,270,709,1040,"2,169",1,450,495
55539574434/30/2016,5553957443,4/30/2016,Sat,"1,202",0.78,0.00,0.00,0.78,0.00,0,0,84,506,590,"1,463",2,775,843
55539574435/1/2016,5553957443,5/1/2016,Sun,"5,164",3.37,0.00,0.00,3.37,0.00,0,0,237,436,673,"1,747",2,622,686
55539574435/2/2016,5553957443,5/2/2016,Mon,"9,769",6.38,1.06,0.41,4.90,0.00,23,9,227,724,983,"1,996",1,409,471
55539574435/3/2016,5553957443,5/3/2016,Tue,"12,848",8.39,1.50,1.20,5.68,0.00,26,29,247,812,1114,"2,116",1,380,429
55539574435/4/2016,5553957443,5/4/2016,Wed,"4,249",2.77,0.00,0.00,2.77,0.00,0,0,224,651,875,"1,698",1,447,470
55539574435/5/2016,5553957443,5/5/2016,Thu,"14,331",9.51,3.43,1.66,4.43,0.00,44,29,241,692,1006,"2,156",1,419,464
55539574435/6/2016,5553957443,5/6/2016,Fri,"9,632",6.29,1.52,0.54,4.23,0.00,21,9,229,761,1020,"1,916",1,400,434
55539574435/7/2016,5553957443,5/7/2016,Sat,"1,868",1.22,0.00,0.00,1.22,0.00,0,0,96,902,998,"1,494",1,442,470
55539574435/8/2016,5553957443,5/8/2016,Sun,"6,083",4.00,0.22,0.47,3.30,0.00,3,8,210,505,726,"1,762",1,568,608
55539574435/9/2016,5553957443,5/9/2016,Mon,"11,611",7.58,2.13,0.89,4.56,0.00,59,22,251,667,999,"2,272",1,453,494
55539574435/10/2016,5553957443,5/10/2016,Tue,"16,358",10.71,3.87,1.61,5.20,0.00,61,40,265,707,1073,"2,335",1,418,443
55539574435/11/2016,5553957443,5/11/2016,Wed,"4,926",3.22,0.00,0.00,3.22,0.00,0,0,195,628,823,"1,693",1,463,486
55539574435/12/2016,5553957443,5/12/2016,Thu,"3,121",2.04,0.58,0.40,1.06,0.00,8,6,48,222,284,741,1,438,475
55771503134/12/2016,5577150313,4/12/2016,Tue,"8,135",6.08,3.60,0.38,2.10,0.00,86,16,140,728,970,"3,405",1,419,438
55771503134/13/2016,5577150313,4/13/2016,Wed,"5,077",3.79,0.32,0.22,3.25,0.00,15,11,144,776,946,"2,551",1,432,458
55771503134/14/2016,5577150313,4/14/2016,Thu,"8,596",6.42,3.33,0.31,2.78,0.00,118,30,176,662,986,"4,022",1,477,497
55771503134/15/2016,5577150313,4/15/2016,Fri,"12,087",9.08,3.92,1.60,3.56,0.00,115,54,199,695,1063,"4,005",1,392,413
55771503134/16/2016,5577150313,4/16/2016,Sat,"14,269",10.66,6.64,1.28,2.73,0.00,184,56,158,472,870,"4,274",1,406,445
55771503134/17/2016,5577150313,4/17/2016,Sun,"12,231",9.14,5.98,0.83,2.32,0.00,200,37,159,525,921,"4,552",1,549,583
55771503134/18/2016,5577150313,4/18/2016,Mon,"9,893",7.39,4.86,0.72,1.82,0.00,114,32,130,623,899,"3,625",1,527,553
55771503134/19/2016,5577150313,4/19/2016,Tue,"12,574",9.42,7.02,0.64,1.76,0.00,108,23,111,733,975,"3,501",1,449,465
55771503134/20/2016,5577150313,4/20/2016,Wed,"8,330",6.22,4.12,0.34,1.76,0.00,87,16,113,773,989,"3,192",1,447,480
55771503134/21/2016,5577150313,4/21/2016,Thu,"10,830",8.09,3.65,1.66,2.78,0.00,110,74,175,670,1029,"4,018",1,414,437
55771503134/22/2016,5577150313,4/22/2016,Fri,"9,172",6.85,2.42,0.79,3.30,0.00,62,30,200,823,1115,"3,329",1,338,366
55771503134/23/2016,5577150313,4/23/2016,Sat,"7,638",5.71,1.21,0.36,4.14,0.00,24,24,223,627,898,"3,152",1,384,402
55771503134/24/2016,5577150313,4/24/2016,Sun,"15,764",11.78,7.65,2.15,1.98,0.00,210,65,141,425,841,"4,392",1,543,615
55771503134/25/2016,5577150313,4/25/2016,Mon,"6,393",4.78,1.35,0.67,2.76,0.00,61,38,214,743,1056,"3,374",1,421,461
55771503134/26/2016,5577150313,4/26/2016,Tue,"5,325",3.98,0.85,0.65,2.47,0.00,38,32,181,759,1010,"3,088",1,354,377
55771503134/27/2016,5577150313,4/27/2016,Wed,"6,805",5.14,1.81,0.40,2.93,0.00,63,16,190,773,1042,"3,294",1,424,452
55771503134/28/2016,5577150313,4/28/2016,Thu,"9,841",7.43,3.25,1.17,3.01,0.00,99,51,141,692,983,"3,580",1,361,372
55771503134/29/2016,5577150313,4/29/2016,Fri,"7,924",5.92,2.84,0.61,2.47,0.00,97,36,165,739,1037,"3,544",1,459,485
55771503134/30/2016,5577150313,4/30/2016,Sat,"12,363",9.24,5.83,0.79,2.61,0.00,207,45,163,621,1036,"4,501",1,412,433
55771503135/1/2016,5577150313,5/1/2016,Sun,"13,368",9.99,5.31,1.44,3.24,0.00,194,72,178,499,943,"4,546",1,379,398
55771503135/2/2016,5577150313,5/2/2016,Mon,"7,439",5.56,1.12,0.35,4.07,0.00,37,20,235,732,1024,"3,014",2,525,553
55771503135/3/2016,5577150313,5/3/2016,Tue,"11,045",8.25,4.52,0.15,3.57,0.00,97,8,212,580,897,"3,795",1,508,543
55771503135/4/2016,5577150313,5/4/2016,Wed,"5,206",3.89,1.56,0.25,2.08,0.00,25,9,141,631,806,"2,755",1,603,634
55771503135/5/2016,5577150313,5/5/2016,Thu,"7,550",5.64,2.50,0.47,2.67,0.00,45,21,143,1153,1362,"3,004",1,74,78
55771503135/6/2016,5577150313,5/6/2016,Fri,"4,950",3.70,1.93,0.32,1.45,0.00,41,16,79,1304,1440,"2,643",0,0,0
55771503135/9/2016,5577150313,5/9/2016,Mon,"3,421",2.56,1.43,0.14,0.99,0.00,34,11,70,1099,1214,"2,489",0,0,0
55771503135/10/2016,5577150313,5/10/2016,Tue,"8,869",6.65,2.56,0.75,3.35,0.00,104,37,194,639,974,"3,841",1,504,562
55771503135/11/2016,5577150313,5/11/2016,Wed,"4,038",3.04,1.83,0.30,0.89,0.00,45,15,63,257,380,"1,665",1,431,476
61176661604/15/2016,6117666160,4/15/2016,Fri,"14,019",10.59,0.00,0.28,10.30,0.00,0,6,513,921,1440,"2,865",0,0,0
61176661604/16/2016,6117666160,4/16/2016,Sat,"14,450",10.91,0.58,0.85,9.48,0.00,7,15,518,502,1042,"2,828",1,380,398
61176661604/17/2016,6117666160,4/17/2016,Sun,"7,150",5.40,0.00,0.00,5.40,0.00,0,0,312,702,1014,"2,225",2,336,350
61176661604/18/2016,6117666160,4/18/2016,Mon,"5,153",3.91,0.00,0.00,3.89,0.00,0,0,241,759,1000,"2,018",2,493,510
61176661604/19/2016,6117666160,4/19/2016,Tue,"11,135",8.41,0.00,0.00,8.41,0.00,0,0,480,425,905,"2,606",1,465,492
61176661604/20/2016,6117666160,4/20/2016,Wed,"10,449",8.02,2.03,0.48,5.52,0.00,26,10,349,587,972,"2,536",1,474,502
61176661604/21/2016,6117666160,4/21/2016,Thu,"19,542",15.01,0.98,0.40,5.62,0.00,11,19,294,579,903,"4,900",1,508,550
61176661604/22/2016,6117666160,4/22/2016,Fri,"8,206",6.20,0.00,0.00,6.20,0.00,0,0,402,413,815,"2,409",1,480,546
61176661604/23/2016,6117666160,4/23/2016,Sat,"11,495",8.68,0.00,0.00,8.68,0.00,0,0,512,468,980,"2,651",1,492,539
61176661604/24/2016,6117666160,4/24/2016,Sun,"7,623",5.76,0.00,0.00,5.76,0.00,0,0,362,711,1073,"2,305",1,353,367
61176661604/26/2016,6117666160,4/26/2016,Tue,"9,543",7.21,0.00,0.34,6.87,0.00,0,7,352,1077,1436,"2,450",0,0,0
61176661604/27/2016,6117666160,4/27/2016,Wed,"9,411",7.11,0.00,0.00,7.11,0.00,0,0,458,417,875,"2,576",1,542,557
61176661604/28/2016,6117666160,4/28/2016,Thu,"3,403",2.60,0.00,0.00,2.60,0.00,0,0,141,758,899,"1,879",1,393,416
